real_tweet,new_label
 ada yang ikut kampus mengajar angkatan   tapi sampe sekarang statusnya masih kaya gini ga  itu tu fix ga lolos kah  aku ga dapet email juga soalnya huhu agak insecure temen temen kelas pada lolos    ,0
 pernah insecure sama temen kalian gk  udh berusaha nerapin mindset kalo jalan tiap orang beda  tp kadang masih suka ngerasa insecure,0
 kesel ga si sama orang yang suka ngegampangin materi kuliah trs ujung  nya nanyaa mulu  kek lo tuh perhatian dikit sama materinya bisa ga  bukannya apa apa gedeg bgt udah di post di cr sama dosen juga ga di gagas samsek  ,0
 outfit kuliah paling kalian seneng yg sebelah mana guysss  sender kadang bingung mix and match nya     ,1
 format sitasi kalo mau mengutip dari kutipan gimana ya gais,1
 minta tips dong gais cara ngecharge yang baik dan benar  aku udah   kali ganti charger laptop sedih banget  ,0
 jadi aku mau ambil data wawancara dengan mbah kakung kakek dari siswa abk yg jadi subjek penelitian  ini sudah oke belum ya  btw kakek org jogja dan aku bukan asli jawa   ini juga akan dikirim lewat sms  apakah ada saran lagi  makasih  ,1
cara bisa liat file nya gimana ya  waktu sender coba buka eh ga bisa  ada yg tau caranya     ,0
 ges ini kalo dosen salkir  gue bales apa yak  demi allah  gue kaget tapi ngakak   aduh      ,1
 kalian punya ga sih temen kek gini    ,0
 kalo judul kita use   to learning    itu kita pake penelitian apa  terus apa bisa kalo pake kuesioner  thankyou  ,0
 halo boleh tolong isi kuesioner sender  nanti reply aja ya  terima kasih banyak  ,2
starting jadi mahasiswa kos sejati yg nyetok abon sama mie buat makan dan masak nasi sendiri yg awalnya gopud sopipud tiap hari demi hemat      ,1
temen temen dom jogja  tolong rekomendasiin toko buku non fiksi yang lengkap di shopping belakang taman pintar donggg  makasih   pic sbg pemanis   ,1
 bantuin temen aku guys  link aku drop di komen ya   ,2
 temen   bagi info webinar karir pembuatan cv dong  khususnya untuk karir di industri f amp b  tapi cv secara umum juga boleh  tia  ,1
 info kost di purwokerto deket unsoed dong yg ac  amp  boleh pelihara hewan  sekitaran kampus depan  amp  belakang   makasi banyak ,1
 di sini ada yg punya buku pdf referensi tntng metopen yg ada ngejelasin studi pustaka ga  boleh aku ketuk nanti dm nya buat minta file  tia,0
 nanti aku ada kelas siang terakhir sebelum uas  aku belom pernah skip di kelas ini  mending skip buat istirahat karena aku ngerasa cape atau coba ditahan biar tetep berangkat ya ,0
 ada yang pernah parafrase pakai quilb t  warna biru itu harus di ubah atau gak yah  terus yang oren harus diubah juga atau gak ,1
gais ada saran toko online yang jual obat obatan gitu ga  mau kirimin buat temen kost yang sakit sedangkan aku udah balik kampung   ,0
 haloo aku mau nanya  cara buat titik   ini sejajar di excel gimana ya   ,1
 kalo mau submit jurnal gtu yang di cek turnitin apa aja ya  apa cuma dafpusnya aja yang gausah di cek turnitin ,0
disuruh ngejual  wajib kalo ga ada yg beli denda  pdhl kita magang organisasin  gini amat ,0
tp ya mbok hargai jg yg ga sejalan    ah  maap y ges y jd curhat ,0
aku temenan ber    bete bgt  setiap aku mau ngerjain tugas atau ngerjain progress apapun aku ajak  tp pada gamau  giliran aku maju sendiri lgsg guilt tripping  giliran foyyaa fooyaa paling semangat  tp kadang akunya gamau  aku tau sih setiap org punya prioritasnya masing    cont   ,1
 lama banget kalo hrus nunggu selama itu      ,0
 ada yg pernah lagi kerja jadi kasir resto  mau bantu isi kuesioner ku    cuma jawab beberapa soal kokk  kalo ada nanti aku dm yaa  ,2
 ada yg pernah kayak gini gak  jujur aku bingung gmn menyikapinya  krn aku ikutan panik  dan aku gamau kayak gini terus     ,0
 guys  mau tau dong suka dukanya skripsi yang terjun langsung ke lapangan itu apa  skripsiku terjun langsung ke lapangan soalnya ,1
 pidato global warming cocoknya dipake pas acara apa ya guys  ,1
 guys semangatin aku dong  revisian pra ta ku blm selese dan blm formatting padahal hari ini deadline kumpul naskahnya     ueueue,1
 maksud hipotesis di skripsi itu caranya gimana ya ,0
yokk yg punya sodara  tmen   atau anak sekolahan yg memenuhi kriteria tsb  silahkan rep yaa soalnya masih butuh    an responden lg huhu  jgn khawatir ada gift dari sender sebagai ucapan terimakasih          ,2
 apa hal yang paling diinget dari dosbing kalian   ,1
 siapa yang udah pernah bootcamp harisenin yang guarantee program  bener bener worth it gak ya  aku mau bootcamp hr tp agak lumayan ya harganya ,1
 gais ini kan laptopudah ku connect hotspot  bisa sih buat google tapi kok kaya gitu ya  kira  kenapa ya ada yang tau ga   ,0
capek  mau keluar juga gaenak sm dosen sm laboran juga   ,0
 aku di kampus cuma ikut jd aslab sebagai tambahan kegiatan selain kuliah  tp udh males beneran dianggep bisa ini itu  padahal ya aslinya gabisa  cuma i try my best  besok  klo aku bilang gabisa  kyknya enak  biar sm kyk yg lain hehehe salah ga ya aku gitu  udh beneran  cont ,0
 gais cari jurnal yang isinya teori teori banyak dan bkn hasil kuantitatif gmn ya  jgn yg kyk dari penelitian responden sd xxxx gitu  maaf ribet,0
 ujian kode etik itu kan setelah sempro  uji etik itu gimana maksudnya  yg menguji dosen juga  makasih,0
 biasa dapet info info lomba gitu dari mana ya  sender lagi mau coba ikut lomba nih  lomba apa aja boleh  thanks  ,0
 laptopku kadang nyambung ke chargeran  kadang engga  jadinya beban bgt kalo lagi ada tugas  ada yang tau nggak ya ini harus ku apain biar gak gini terus  aku liat kabelnya aman aja  stopkontak jg aman  mungkin ada yang tau alternatif selain beli chargeran baru ,0
 helpp yg main tikt k ada yg mau bantu aku isi kuesioner penelitian aku  sender masih butuh bnyk bgt responden  semoga sehat selalu,2
 gaiss yg dom banjarmasin ada yg punya buku cetak ini gaa  sender nyari di perpus ga nemu      ,0
 ada anak stpn  sekolah tinggi pertanahan nasional jogja  yg bisa tolong bantu aku utk download file di repository  please reply dan jangan digembok akunnya,1
 kalo presentasinya cuma    menit  include qna  buat pptnya mending brp slide ya   aku sekelompok   orng,1
 adakah yg tau tes numerasi itu di mana dan gimana ,0
       apalagi yg suka sks   cr  tertera  ,1
ada yang dari kampus ini ga  kalo ada boleh minta tolong akses ke r p s t ry nya  please butuh salah satu rujukan di daftar pustaka nya    ,0
 pagi gais  mungkin bisa jadi reminder buat temen temen pejuang skr psh t meski aku sendiri bacanya ky agak ketriggered hehe maap mentalku emg cupu    ,1
guys ada yg tau web buat cari sinonim kata gitu ga  butuh buat parafrase nih   ,0
 apa bener patah hati bisa bikin skripsian lancar  emang bisa gitu termotivasi bukannya malah galau ya  harusnya ngeposisiin diri gimana nyibukin diri apa inget sakit hatinya ,1
 halo semuanyaaa  ak mau nanya dong  kalo journal terakreditasi sinta   misalnya  artikel didalamnya semua nya udh pasti terakreditasi sinta   juga kah  trus btw ini gaada cara lain agar bisa view more ya selain login ya   tia   ,1
 terimakasih roomate kosan karena sudah mengubah kepribadianku  sebelumnya aku selalu ceria sekarang hampir tiap hari murung  ,1
begini lhoo   ,1
 gaess sender boleh gasii kesel sama tmn sender sendirii     padahal kita udh temenan dr sma sampe satu kampus   jurusan bareng  kalau sender minta info pasti dia selalu ngasih telatt  sementara senderr langsung ngasih langsung abis dia tanyaa  dulu pas sma dia ga  cont ,0
semangat yang ujian hari ini  semoga lancar dan hasilnya memuaskan   go for it and rock it   ,1
 kalian yg ngekos  kalo udh bosen makan ayam geprek kalian makan apa  give me an idea pls  ,1
 makasii yg uda mau jawab  soalnya sender jg kurang tauu     ,0
 guys rep pertanyaan tod buat ice breaking acara kampus yang seru please    makaci  ,1
 kalian punya gasi dosen yang namanya tuh sangat mencerminkan jurusan yang dia ajar ,0
 kalau misal berhenti kuliah tanpa mengajukan surat pengunduran diri bisa daftar ke kampus lain ngga sih  itungannya udah otomatis ter do ,1
 hari ini sender sidang doain ya guys biar sidangnya lancar karena sender persiapan nya cuma h    kemarin daftar hari ini sidang ,0
 permisi ada yang punya e book atau referensi lain tentang instrument keuangan  ,1
pernah kah disini yang di kelompoknya ngerjain semua gara  yang lain bener  pasif  tapi malah kena tuduh nggak  sama dosen  kalian gimana  ceramah ke anggota kelompok atau gimana  takut reputasi di kelas jelek karena pada gak kenal  capek  ,0
 guys sender mau curhat wkwk  jadi barusan sender jalan dari parkiran mau ke perpus lewatin kerumunan adik kelas kan kaget banget ada yang kenal aku padahal kan aku mahasiswa kupu kupu  lagi mereka tangannya     sambil manggil namaku  ,1
 kalian yg anak kos biasanya sebulan abis berapa buat makan  boleh sebutin dom sama kasih gambarannya makan apa aja  beli masak  makasihhh guys ,0
 ada yg tau identifikasi kata asing di word itu bisa otomatis ga ya  misal sekali klik lgsg nemu beberapa kata asingnya  makasii  ,1
 ada yg tau ga ngatasin ini gmn  butuh bgt data stunting dr website kemenkes  atu ada yg punya datanya ga ya   ,0
 bagi tips  amp  trick bikin panduan wawancara dong guys  aku bingung bikin list pertanyaannya      lalu  setiap informan itu pertanyaannya beda atau bisa sama ya  tia   ,0
 guys aku mulai kerja kecil kecilan sambil kuliah  menurut kalian aku harus kasih tau orangtua ga pendapatanku berapa ,0
 wisuda telat ga berarti mengurangi value seseorang kan ya    ,1
 hai gaiss ada yg punya buku ini ori  boleh tau ga ya belinya dimana  soalnya aku perlu buat sumbangan buku buat syarat wisuda huhu  ,0
 guyss jdi tmn ku mau sempro nih nah enaknya kasih kado apa ya  yg mungkin kyk bisa diukir yg lain  soalnya aku lgi kerja jdi pas dia sempro gk bisa dtg karna lgi kerja  jdi sebagai gantinya pas hari libur kerja mau nyamperin dia mau bawa hadiah gitu tpi bingung ,0
 proposal   lembar wajar ga si menurut kalian    ,0
 hai gais ada yg di follback sama unsmenfess ga  mau nitipp makasihh,1
 teman ku apakaah kaliaan bisa spill motivasi dan jalur langit kaliaaan buat nyusun bab   dan bab   dan perisapan sidang   sender udah mau mulai nyusun bab   dan ban    btw kira  butuh brapa lama ngerjaiin bab   dan    semangat untuk kita semua penuang skripsi     ,1
 ada yang bisa statistik lanjutan gak  pliss bgt reply yaa penting   thnk s,2
 ada anak stpn  sekolah tinggi pertanahan nasional jogja  yg bisa tolong bantu aku utk download file di repository  please reply dan jangan digembok akunnya  ,1
 web burung gigit kunci yang bisa buka jurnal kekunci namanya apaa  lupaaa  makasihh,1
 misi guys  ada yg tauga ini font apa  thank u  ,1
guys semisal dosen udah kasih janji buat ketemu  nnti pas hari h di kita ngecht lagi ga ya buat konfir  apa langsung dateng aja ke beliau  ngechatnya gimana ya kalimatnya guys   ,0
 sedih bgt jadi anak rantau libur semester sudah didepan mata  tiap hari kepikiran mau pulkam terus sampe ga fokus ngerjain uas ,0
 kalo misal ada tolong jgn pr mosi disini ya  nanti aku dm aja  terima kasih  atau misal ini menfessnya melanggar tolong kasih tau ya biar langsung aku hapus   ,2
 kakak  aku punya adek rencananya mau masuk teknik  laptop yang speknya bagus budget     jt ada ga ya  skrg jg wind ws dan procesor terbaru itu apa ya ,1
 permisi kakak  ada yg tau cara buat kategorisasi penilaian   level ga  sender bingung nyari standar deviasi sm mean toritisnya  kalo kayak gini kira  sd sama meannya gimana ya   tia  ,0
 kalian kalau mau parafrase skripsweet dari hasil turnit biasanya yang warna warna aja atau semua dari awal paragraf ,1
staffnya g bisa semua  lemes  disuruh ke kampus pdhl jarak rumahnya jauh     heran bgt gue liatnya,0
 organisasi kekeluargaan preet  ada gt yg sengaja ngusulin temannya jadi koor pdhl lagi ga memungkinkan kondisinya  trs pas keteteran dianya nyinyir  pdhl udh dijelasin jg klo posisinya lagi sibuk akademik jd bisanya jd staff biasa  heran gue  skrg anaknya lg sakit   cont   ,0
kaka kaka boleh share red flag dalam dunia recruitment ga   pov   kita sbg pelamar kerja  ,1
 ada yg punya panduan download ebook di libgen ga ya   buku yg dibutuhin adanya disitu tapi gapaham cara download nya  ,1
 ada aja ya cobaan huh pdhl udh booking kos hari minggu mau ketemu ibu k s trs tbtb d spem  ku ada acara gabisa diganggu sampe tgl    ga nerima b mbingan  masalahnya u ngku mepet aku sejak lulus sma ngandelin u ng tabungan  gada dari ortu dll  kan syg bgt hampir   minggu  ,1
 siapa yang udah lelah sama tugas kelompok   ,0
 idk why  i just feel like i m messed up   ,1
 coba ceritakan pengalaman magang kalian  dan dimana ,0
 maaf yg anak hukum mau tanya dong  tindak pidana korupsi itu masuk tindak pidana ekonomi kan ,1
 guys doain ya  semester baru nnti semoga aku bisa pindah kos  semoga dapet kosannya yang kamarnya luas bagus  deket kampus juga  kalian ada tips buat dapet kos yg bagus   ,0
tanggapannya      ,1
 guys ada yang bersedia buat aku wawancarain via dm nggaa buat penelitian  pertanyaannya cuma   dan ringan kokk  kriterianya mahasiswa s    diploma yang udah lulus dan sedang mencari pekerjaan  kalo bersedia reply yaa  nanti aku ketuk dmnya  makasih banyak buat  cont ,2
 ujian kode etik itu kan setelah sempro  ujian etik itu gimana  maksudnya giman  makasih,1
 selamat pagi guys  sudah selangkah menuju weekend  kalian ada berapa matkul dan berapa deadline hari ini   ,1
 gais cara bikin poster igeh yg gambarnya bisa nyambung antara   slide ke slide lain tuh pake apa ya ,0
 pagi gais mau bertanya kalo daftar pustaka nya kaya gini bener ga  mohon koreksinya teman  terimaaciw banyak  ,0
 guys kalo kuantitatif kan nyebut sampelnya sebagai responden  nah kalo penelitian kualitatif apa ya ,0
 buat anak upi mau nanya dongg  program p k upi biasanya buka kapan ya  aku ga lolos kampus mengajar soalnya  ,0
 mau nanya dong disini anak angkatan      masih ada yg belum daftar yudisium  kalau boleh tau univ fakultas kalian ada ngabari kapan terakhir daftar gak ,0
 aku ngekost sekamar berdua sama temen deketku  pas dia sakit  aku bener  perhatian sama dia  sekarang  pas aku sakit dia gak peduli sama sekali  ,0
 mau nanya dong kalian yg pake laptop h  layar lcdnya pernah kena kek gitu ga  kira  kalo kena nnti bakalan membesar jd full selayar atau ga  panik bgtt mana lg byknya tugas     ,0
 pkm tuh boleh ga kalau anggotanya maba semua  mau ikut tapi ga kenal banyak kating  cmn kenal dari jurusan sendiri  ,0
 cara nulis dafpus yg bener gimana yah  aku bingung ini judul ada yg miring ada yg ngga  ada jg yg dikutip  hmchh  anw tia  ,0
 tiba  kondisiku drop pdhal senin dah sidang    ,1
 guys  apakah ada yang bersedia mengisi kuesioner temenku   kriteria responden     ibu rumah tangga    berdomisili di kabupaten bogor    pernah mengelola sampah rumah tangga nanti aku ketuk dm nya  terima kasih,2
guys ada yg tau aplikasi atau website edit video dengan background tanpa greenscreen gratis yg bisa edit video bermenit  tanpa wm  ,1
 guys  pagi ini gerd ku kambuh padahal ada ujian    menit lagi udah aku chat dosenku  tapi dosenku bales chat di grup  abis chat di grup dosenku gak ngerespon apa   ini aman kan   tapi takuut banget nanti gak dikasih ujian susulan,0
 gais sumpah ini kalian yg tugas akhir manajemen keuangan data sekunder lapkeu perusahaan  demi apa sekarang sektor perusahaan udah diganti ya sektor nya  kalian pake aturan baru berarti    haduuu,1
illnes  terimakasih banyak yg sudah bantu jawab    ,2
blh minta tlg koreksi ni udh benar blm ya   konteks sender g msuk     bln krn fase depresif kambuh suket rencana akan ku kirim set diminta dosen matkul krn dosen pa  amp  psikolog beri opsi blh kirim tdk  krn bs jd trigger  g feel safe krn tdk semua org bs paham dg mental  cont   ,1
 sem   beli panci listrik telat gak ya  estimasi dipake paling gasampe   bulan,1
 kemarin waktu sempro ditegur dosen kalo latbel jgn copas dari proposal dan ku jawab engga copas karna udah tak rangkum  sekarang jadi ngerasa bersalah udah jawab kaya gt ,0
bolee  makasii,1
 kaka kaka sasing atau mungkin dr jurusan lain jg ada yg tau  kalo mau nyari teks  apa aja bebas kyk puisi atau teks singkat  translation gt dari indo eng atau eng indo dimana yaa  aku ada tugas buat analisis teks translation gtt  atau kalo ada yg tau keywordnya jg  cont ,1
 halo ada yg bisa bantu akses repository univ negeri malang ngga ya  makasih sebelumnya,2
  semangat choleyah yang udah sampe kampus tapi dikabarin kosong  ,0
sempro     menurut kalian mending gimana ya    ,0
 sender bingung mending maju sempro bulan ini atau bulan depan  sender udah disuruh maju sama dospem tapi temen seangkatan sender belom ada yg maju dan baru sender aja yg di acc tapi sender masih ngerasa kayak belom siap dan dospem bener  udah ngeburu in buat sender  cont ,0
 izin gamasuk karena ada cara keluarga gitu termasuk alpha apa gmn ya   ga pernah izin selalu masuk terus izin ada acar keluarga absensi memenuhi kan yaa,1
 mau nanya  simulasi tes km  jamnya bebas kan  yg penting rentang harinya sampe tanggal    kan  gak mesti harus jam   pagi kan buat ikut simulasinya ,0
 gaiz boleh spill kemeja putih kalian buat sempro sidang  sama belinya dimanaaa heheh terimakasih,1
 sidang pake sepatu kayak gini yay or nay   ,0
 disini ada yang anak uin sultan maulana hasanuddin banten gak  aku mau minta tolong buat downloadin file di web ini  makasih sebelumnya      ,1
 di kampus kalian  laporan magang itu dijilid biasa  cover bening bawah merah   atau di dijilid kaya skripsi  ,1
 warga colle ada yang berbaik hati mau bantu like video tugas aku  nanti aku ketuk dm nya yaa  tia   ,2
 ges jadwal sidang biasanya keluar berapa hari minggu setelah daftar ,0
 kakak teknik kimia ada yang pakai buku kern   boleh tanya ga ya rumus q mct itu di hal berapa     ,1
 ada yang kuliah di ugm gak ya   pliss sender butuh bantuan kalian   ,2
 apakah ada yg bersedia isi kuisioner aku   kriteria responden     mahasiswa aktif  s  d  d  d  d  s       usia       tahun   ntar aku ketuk ya dm nya  thankyou,2
 ada yg tau web buat terjemahin jurnal basing secara langsung ,0
 temen temen kalian yang dapat ekonomi politik apalagi yang spesifik bahas sosialis referensinya pakai apa ya  ada saran buku yang bahas sosialis dan kapitalis gak sii,1
 angkatan ku hari ini wisuda  agak sedih karena aku gabisa hadir disana juga hari ini ,0
 gimana kack sender sangat amat clueless  ,1
 kalian ada referensi belajar smart pls   ngga  kalau ada  tolong rep yah  sender bab   disarankan pake itu sama dospem huhu,0
 siapa disini yang punya dosen pembimbing tapi ngerasa gak dibimbing trus pas seminar dibantai abis  an     ,0
 tapi sebenernya aku juga ragu sama dia kalo dia yg ngerjain  soalnya pas terjun ke lapangan aja susah dihubungin  apalagi kalo disuruh bikin ppt    makasih ya   ,0
 kenapa ya dosen suka bgt ngasih tugas tuh barengan waktunya  trs deadline nya bisa barengan jg   klo gini kan jadinya sender yg dikerjain tugas nya    ,0
 besok banget nihhh siapa yg udah daftar           ,0
 guys  aku lagi uas dan banyak banget tugas  pas liat ibuku bikin story wa kek gini  jadi sadar sebanyak apapun tugasnya  aku jarang ngeluh dan selalu dipermudah buat ngerjain tugas  ternyata doa ibu salah satu penyebabnya ya   ,0
 ada yg mau bantu like video yt ku nggak buat penilaian  ku dm ntarr  makasii,2
 ada yg tau cara ngubah biar yg aku tandain tuh jd hitam lg teksnya  gatay tiba tiba kaya gininhuhu help dong  ,0
 aku diminta bikin hipotesis dari variabel kategori   kelompok numerik  kalau  aku bikin ini   hubungan antara usia istri saat istri menikah dengan penggunaan alat kontrasepsi  boleh ga yaa  aku mikirnya takutnya ga make sense sehingga gabisa dijadikan sebagai hipotesis,1
 tell me kalau punya sircle khusus persiapan uas gak salah  tbl tbl dikira grup contekan wkwk,1
 guys yang bener itu laporan praktik kerja lapangan atau laporan praktek kerja lapangan  tia   ,1
 guys ada yang pernah dapet tugas upload artikel ke media pers macem kumparan gak  itu proses moderasinya berapa lama ya  makasihh,1
misalnya laporan magang itu berupa ss nugas  atau meet sama mentor gpp kah  soalnya magangku online  pernah meet itu cuma sekali doang heeh  ,1
pengaruh dari sisi psikologis dia ga si  soalnya ga sekali dua kali  kita temen yg ga ngerti dia pasti rada kesel gitu sama pertanyaannya,0
 aku punya temen yg suka nanya dua kali utk mastiin jawaban yg sudah dijawab  contoh   besok kita masuk jam      dia nanya lagi buat mastiin  oh berarti besok masuk jam    ya bu     besok uas pakai pensil  dia nanya lagi  berarti besok pakai pensil ya bu    itu ada  cont ,0
 guys  ada tau blm ya tentang uu profesi magister psikologi yg baru  itu udah sah kah  terus kalo misal iya  univ mana ya yang kira  buka buat         nyesel bgt nunda lanjut  niatnya mau tahun dpn tapi aturannya malah berubah,1
 keyword buat nyari data kuantitatif apa ya    aku ada tugas tp buat nyari model terbaik  tp datanya cari sendiri dan minimal   prediktor ,0
 ini kata  buat bales dosen gimana   ,0
 kalian pernah ditanya apa aja pas sempro   aku hari ini sempro dan gugup banget  minta doa dan semangatnya dari temen  colle dong    ,0
 aku sender mf yg ini  alhamdulillah kemaren lancar dan revisi minor padahal udah takut karena pengujiku prof semua       ,0
 yg udah semester tua  ada yg nyesel nggak kenapa dulu join organisasi,0
 halo ada yg bisa bantu akses repository mercubuana ngga ya  makasih sebelumnya,2
 gais saranin topik tema tentang psikologi indegenous budaya dong  thankyuu,1
 guys ada yg tau chanel yt yg bahas  cara bikin modul rpp gtu ga,0
 menurut kalian lebih seru bisnis atau kerja      rep alesannya yaa  tia    ,2
 kalo ulangan susulan itu soalnya tetap sama kayak yg ga susulan ga ya     ,0
 pengen join ksr  kegiatannya bakal sibuk banget gak sih ,0
 kalau mau mengubah data tinggi badan ke dalam bentuk skala interval  itu ada ketentuannya kah  contohnya  masing  mesti berjarak   atau berjarak    makasii,1
sharing dong yang anak pendidikan kalian ngerjain bab     berapa minggu   aku lagi mau ngejar target nih  terus menurut kalian penelitian kualitatif cukup kan yaa penelitiannya   minggu doang makasih ,0
 ada yang taukah  caranya supaya mendeley pas di word bisa digunain   ,0
 buat anak tekpang atau peternakan  hi hi haloo  ,1
 temen temen boleh minta doanya gak ya  hari ini sender mau ketemu penguji    mau diskusi sama beliau karena beliau kekeh sampel sender harus diganti padahal ini penelitian payung  doain lancar lancar dan sender gak tremor ya  karena jujur sender takut banget ketemu beliau  ,0
atau pap jawabannya gabisa karena dia gamau,1
 plis jangan salty  mau tanya beasiswa l pdp dong  apa iya tiap beberapa hari kuliahnya bisa pindah negara  temenku yang udah lama bgt ga ketemu dan ngobrol bilang katanya dia keterima beasis wa itu dan sering pindah negara tiap kuliahnya  yang bilang  kenapa ga vcall  cont ,0
kata direktur perusahaan msib ku  nanti msib batch   cuma buat perusahaan kementerian bumn sama swasta tbk  apa bener ya  infonya dongg ,1
 hari kalian berapa sks  sender   sks ,1
smt   bareng sm skripsyi  soalnya disini gaada yg bisa wisuda duluan  semua bareng di smt   ,0
 sering aku mengiri dengan kalian yg smt   udh progress skripsyi apalagi yg udh bab   keatas  plan sidang wisuda udh ada  aku yg smt   masih magang dan ot terus an seputar mau ambil masalah di tempat magang sekarang dengan waktu yg gak nyampe sebulan  magang lagi di  cont ,0
 haii  maaf mau tanya  kalo ngechat begini ke dosen buat minta tanda tangan udah bener dan sopan belum ya  minta tolong koreksinya ya  temen temen   terima kasihh  ,0
 jurusan d  akuntasi bahasa inggrisnya apa ya,0
 guys kalian di kosan biasanya makan brp kali sehari ,0
 halooo ada anak perhotelan kh disini  mau minta tolong isi kuesioner  kalau bersedia bisa rep yaa  tia ,2
 kalau mau ikut ukm terus pilih divisi fhotograper itu harus punya kamera sendiri ga sih  aku minat nya di foto tp gapunya kamera  ,1
 buat anak teknik sipil matakul ini singkatannya apa ya  mau jadi bahan tulisan fiksi aku  tia   ,1
ngapa in lagi    ,1
 hay guys sender sekarang semester   dan ga cocok banget di kampus sekarang dr segala aspeknya  jurusan  lingkungan  pertemanan  menurut kalian mendingan pindah aja dr sekarang atau gausah  tp takutnya pas dah semester atas rasa nyeselnya makin gede dan dah gabisa  cont   ,0
di awal td ada tulisan  internettepat menolak untuk terhubung  jugaaa  masalahnya ada dmn yaa      ,1
 halo temen temen kali aja ada yg bisa jawab  laptopku semalem masih aman aman aja dipake nugas  terus pagi ini mau lanjut terus jadinya begini    di laptop tulisannya tidak ada akses internet  padahal kuota dari hp tetep kesedot  terus buka buka chrome jg masih bisa   cont ,0
 ketika mamah ngiranya aku mata sembab karena sakit pilek  padahal aslinya abis begadang revisian tesis sambil nangis gara gara putus    doain aku kuat ya  rasanya udah mau nyerah aja tiap harinya    apalagi bulan ini batas akhir pendaftaran tesis,1
 aku sekarang udh nyelesaiin skripsi bab     tinggal revisi aja  nah kira kira januari bisa sidang ga yaa  huhu aku takut banget kalo januari ga bisa sidang dan bayar semester lagiii ,0
 kakak  ada saran channel yt sumber belajar metopen atau materi mengenai persiapan buat proposal penelitian ngga  mumpung sender lagi libur biar ga panik kalo smt depan disuruh setor judul  tia  ,0
 mau nanya donh  kalo kayak gini tuh emang skripsinya blm di publish atau udah cm harus login repisitorynya dulu   ,0
 semangat buat yg akg   masih berjuang selesai in skripsi,0
 guys kok sistem sempro di fakultasku ga kyk kampus lain ya yg dandan rapih  nyiapin ppt  penguji    amp    nya ada di   tempat  fakultasku ujian kyk bimbingan  amp  ngobrol  doang sama dosen  walaupun revisi   ,0
 pagi guys  ada yg tau ngga buku eviews yang lengkap tu apa  mau buat referensi proposal soalnya  thanks  ,0
 hwaaaa  aku iri banget adek tingkatku ada yg besok mau sidang  jd dia cuman    th aja  aku smpe smt   belom lulus smpe dikataiin  kalah kamu sama adek tingkatmu    ,1
 guys kalo kaya begini cara benerinnya gimana plisss semalem masih bisa bisa ajaa terus pagi ini pas connect hotspot hape gak bisaa     ,1
 gaes mau nanya  ada yang punya buku pdf ini gak  lagi butuh buat referensi skripsi     ,0
 jam       sender mau ujian  mohon bantu doanya ya gaiss  sender hopeless bngt kali ini   btw sehat  terus kalian  ,0
 di sini ada yang dari upi  mau minta tolong downloadin file di repository,2
bener lg ,0
 halo tlg bantu sender  sender buat kuesioner di office     ga ada batasin waktu jmlh respondennya  amp  kuesionernya msh dibuka smp skrg  tp tiap mau submit gabisa trs tulisannya kyk di gambar udh dicoba berkali  tto gitu  kenapa ya prnh ngalamin jg itu diapain ya biar bs  cont   ,0
 gaissss  hari ini akuu semproo  takuttt bangetttt  doainnn akuuuu     ,1
 ada yang tau info studu exchange ke turki ga  kalo ada boleh banget di share dong,0
 klo mau magang wajib smt   ke tempat yg diminatin mending tanya  langsung ke tempatnya atau kontak lewat gmail aja ya  tia ,0
 warga colle mau nanya overkost itu kayak gmn ya,0
 hallo  mau tanya kalau dari email outlook ngga bisa kirim email ke gmail   com tuh kenapa yaa   pas mau ketik    gmail   com tapi huruf m nya gabisa diketik  tia ,1
 kalian yang lajo ikutan organisasi gak  aku pengen ikut organisasi tapi lajo aja rasanya udah capek,0
aku dikasi aplikasi sama dosen tp gabisa diinstall  malah kek gini  ini kenapa ya    ,0
 sender jd ketuplak seminar offline  kira  pas sambutan apa aja ya yg disampein selain ucapan terima kasih dan maaf  tia ,0
 gimana cara kalian menikmati sebuah proses dalam belajar     sender nih kyk ga sabar maunya lgsg bisa aja huhu,0
 selamat pagii ada yg berkenan untuk bantu like komen tugas uas ku  reply   open dm yaa ,2
 guys ikut organisasi tuh penting banget gak  especially yang jurusan kesehatan  gua mau ikut tapi melihat mata kuliah yang sangat asggdsh ini jadi ragu dan takut keteteran sama tugas,0
yg kampusnya pake web e learning  apa aja kelemahan e learningnya  mau buat pra survey  terima kasih   ,0
 guys doain ya hari ini jam    sender sidang wrwrwrwr,0
 apakah sidang skripsi sudah pasti lulus  kalau tidak penyebabnya apa ya ,0
 disini ada yg pake elearning gaa  mau nanya dong  di el bisa ga sii up tugas lwt link gdrive  kalo bisa kasih tau sender yaa pake option yg mana  kalo gabisa yauda jwb aja gabisa gituu makasiii kak     ,0
 ke kampus gak mandi  yay nay  masalahnya lagi sakit ,0
 cara masukin artikel dari apk mendeley ke mendeley cite word yang otomatis biar langsung kebaca gimana si  aku dari lama mau masukin artikel lain gabisa  cuma bisa satu itu doang  tolong gaiss      ,0
 gyusss cara nentuin uji prasyarat yang kita gunain dalam penelitian itu gimana ya     sama uji uji yang harus ada dalam penelitian kita  btw penelitian ku kuantitatif  judulnya pengaruh terus   variabel  terimakasih     ,0
 dikuliah masuk terus tapi cuman izin ngk masuk sekali aja gpp kan ya  absensi tetep memenuhi kan yaa gess,1
